[error] `inotify-tools` is needed to run `file_system` for your system, check https://github.com/rvoicilas/inotify-tools/wiki for more information about how to install it. If it's already installed but not be found, appoint executable file with `config.exs` or `FILESYSTEM_FSINOTIFY_EXECUTABLE_FILE` env.
[warning] Not able to start file_system worker, reason: {:error, :fs_inotify_bootstrap_error}
[warning] Could not start Phoenix live-reload because we cannot listen to the file system.
You don't need to worry! This is an optional feature used during development to
refresh your browser when you save files and it does not affect production.

[info] Running ChatsWeb.Endpoint with Bandit 1.8.0 at 127.0.0.1:4000 (http)
[info] Access ChatsWeb.Endpoint at http://localhost:4000
[watch] build finished, watching for changes...
≈ tailwindcss v4.1.7
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 3ms
Done in 3ms
Done in 1ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
[info] GET /api/sockets/736f636b65745f422be11725d2b1f7
[debug] Processing with ChatsWeb.SocketController.show/2
  Parameters: %{"socket_id" => "736f636b65745f422be11725d2b1f7"}
  Pipelines: [:api]
[info] Sent 200 in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
[info] CONNECTED TO ChatsWeb.UserSocket in 25µs
  Transport: :websocket
  Serializer: Phoenix.Socket.V2.JSONSerializer
  Parameters: %{"token" => "746f6b656e5f569943b60a0ee339acb74060d7b3246c", "vsn" => "2.0.0"}
Done in 1ms
Done in 1ms
Done in 2ms
Done in 2ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 2ms
Done in 2ms
Done in 2ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 1ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 2ms
Done in 2ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 1ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 2ms
Done in 2ms
Done in 2ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 2ms
Done in 3ms
Done in 2ms
Done in 1ms
Done in 1ms
[info] GET /api/sockets/736f636b65745f38d0f1075da580f3
[debug] Processing with ChatsWeb.SocketController.show/2
  Parameters: %{"socket_id" => "736f636b65745f38d0f1075da580f3"}
  Pipelines: [:api]
[info] Sent 200 in 950µs
Done in 2ms
[info] CONNECTED TO ChatsWeb.UserSocket in 32µs
  Transport: :websocket
  Serializer: Phoenix.Socket.V2.JSONSerializer
  Parameters: %{"token" => "746f6b656e5f47b5332b2e224c464a5f01670c9d7b3f", "vsn" => "2.0.0"}
Done in 1ms
Done in 2ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 2ms
Done in 1ms
Done in 2ms
Done in 2ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 3ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 2ms
Done in 2ms
Done in 2ms
Done in 2ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 2ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 2ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 2ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 2ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 2ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 2ms
Done in 2ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 2ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 1ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 2ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 2ms
Done in 2ms
Done in 2ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
[info] GET /api/sockets/736f636b65745f422be11725d2b1f7
[debug] Processing with ChatsWeb.SocketController.show/2
  Parameters: %{"socket_id" => "736f636b65745f422be11725d2b1f7"}
  Pipelines: [:api]
[info] Sent 200 in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 2ms
[info] CONNECTED TO ChatsWeb.UserSocket in 30µs
  Transport: :websocket
  Serializer: Phoenix.Socket.V2.JSONSerializer
  Parameters: %{"token" => "746f6b656e5f569943b60a0ee339acb74060d7b3246c", "vsn" => "2.0.0"}
Done in 1ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 2ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 2ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 2ms
Done in 2ms
Done in 2ms
Done in 2ms
Done in 1ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 3ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 1ms
Done in 2ms
